key,value,comment_zh
lowlevel.barkbands.var,0.00000000;0.00000000;0.00000000;0.00000000;0.00008622;0.00000006;0.00000035;0.00004258;0.00000011;0.00001746;0.00000351;0.00000012;0.00000115;0.00000032;0.00000008;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·barkbands·方差）
lowlevel.barkbands_crest.dmean,0.17508677,（低层·barkbands·crest·dmean）
lowlevel.barkbands_crest.dmean2,0.04544013,（低层·barkbands·crest·dmean2）
lowlevel.barkbands_crest.dvar,0.55922693,（低层·barkbands·crest·dvar）
lowlevel.barkbands_crest.dvar2,0.13072197,（低层·barkbands·crest·dvar2）
lowlevel.barkbands_crest.max,26.03187561,（低层·barkbands·crest·最大值）
lowlevel.barkbands_crest.mean,21.37354469,（低层·barkbands·crest·均值）
lowlevel.barkbands_crest.median,23.19491768,（低层·barkbands·crest·median）
lowlevel.barkbands_crest.min,6.54185247,（低层·barkbands·crest·最小值）
lowlevel.barkbands_crest.stdev,4.75689173,（低层·barkbands·crest·标准差）
lowlevel.barkbands_crest.var,22.62801743,（低层·barkbands·crest·方差）
lowlevel.barkbands_flatness_db.dmean,0.01606577,（低层·barkbands·平坦度·db·dmean）
lowlevel.barkbands_flatness_db.dmean2,0.01985322,（低层·barkbands·平坦度·db·dmean2）
lowlevel.barkbands_flatness_db.dvar,0.00041798,（低层·barkbands·平坦度·db·dvar）
lowlevel.barkbands_flatness_db.dvar2,0.00087107,（低层·barkbands·平坦度·db·dvar2）
lowlevel.barkbands_flatness_db.max,0.72551161,（低层·barkbands·平坦度·db·最大值）
lowlevel.barkbands_flatness_db.mean,0.62119824,（低层·barkbands·平坦度·db·均值）
lowlevel.barkbands_flatness_db.median,0.65853000,（低层·barkbands·平坦度·db·median）
lowlevel.barkbands_flatness_db.min,0.05782481,（低层·barkbands·平坦度·db·最小值）
lowlevel.barkbands_flatness_db.stdev,0.10649825,（低层·barkbands·平坦度·db·标准差）
lowlevel.barkbands_flatness_db.var,0.01134188,（低层·barkbands·平坦度·db·方差）
lowlevel.barkbands_kurtosis.dmean,3.58455324,（低层·barkbands·峰度·dmean）
lowlevel.barkbands_kurtosis.dmean2,1.26731193,（低层·barkbands·峰度·dmean2）
lowlevel.barkbands_kurtosis.dvar,100.28389740,（低层·barkbands·峰度·dvar）
lowlevel.barkbands_kurtosis.dvar2,11.68017578,（低层·barkbands·峰度·dvar2）
lowlevel.barkbands_kurtosis.max,388.32308960,（低层·barkbands·峰度·最大值）
lowlevel.barkbands_kurtosis.mean,33.94534683,（低层·barkbands·峰度·均值）
lowlevel.barkbands_kurtosis.median,4.28710747,（低层·barkbands·峰度·median）
lowlevel.barkbands_kurtosis.min,-0.57051539,（低层·barkbands·峰度·最小值）
lowlevel.barkbands_kurtosis.stdev,80.56014252,（低层·barkbands·峰度·标准差）
lowlevel.barkbands_kurtosis.var,6489.93701172,（低层·barkbands·峰度·方差）
lowlevel.barkbands_skewness.dmean,0.13878454,（低层·barkbands·偏度·dmean）
lowlevel.barkbands_skewness.dmean2,0.04169980,（低层·barkbands·偏度·dmean2）
lowlevel.barkbands_skewness.dvar,0.13310809,（低层·barkbands·偏度·dvar）
lowlevel.barkbands_skewness.dvar2,0.01626209,（低层·barkbands·偏度·dvar2）
lowlevel.barkbands_skewness.max,16.02052498,（低层·barkbands·偏度·最大值）
lowlevel.barkbands_skewness.mean,3.38013697,（低层·barkbands·偏度·均值）
lowlevel.barkbands_skewness.median,2.34317756,（低层·barkbands·偏度·median）
lowlevel.barkbands_skewness.min,0.50333172,（低层·barkbands·偏度·最小值）
lowlevel.barkbands_skewness.stdev,3.30842495,（低层·barkbands·偏度·标准差）
lowlevel.barkbands_skewness.var,10.94567585,（低层·barkbands·偏度·方差）
lowlevel.barkbands_spread.dmean,0.14127943,（低层·barkbands·扩散度·dmean）
lowlevel.barkbands_spread.dmean2,0.05437631,（低层·barkbands·扩散度·dmean2）
lowlevel.barkbands_spread.dvar,0.48155904,（低层·barkbands·扩散度·dvar）
lowlevel.barkbands_spread.dvar2,0.13366343,（低层·barkbands·扩散度·dvar2）
lowlevel.barkbands_spread.max,23.01650238,（低层·barkbands·扩散度·最大值）
lowlevel.barkbands_spread.mean,2.24082398,（低层·barkbands·扩散度·均值）
lowlevel.barkbands_spread.median,1.23033941,（低层·barkbands·扩散度·median）
lowlevel.barkbands_spread.min,0.34020180,（低层·barkbands·扩散度·最小值）
lowlevel.barkbands_spread.stdev,2.80643988,（低层·barkbands·扩散度·标准差）
lowlevel.barkbands_spread.var,7.87610483,（低层·barkbands·扩散度·方差）
lowlevel.dissonance.dmean,0.02951956,（低层·不协和度·dmean）
lowlevel.dissonance.dmean2,0.04856220,（低层·不协和度·dmean2）
lowlevel.dissonance.dvar,0.00094933,（低层·不协和度·dvar）
lowlevel.dissonance.dvar2,0.00257135,（低层·不协和度·dvar2）
lowlevel.dissonance.max,0.46245977,（低层·不协和度·最大值）
lowlevel.dissonance.mean,0.12315988,（低层·不协和度·均值）
lowlevel.dissonance.median,0.10681905,（低层·不协和度·median）
lowlevel.dissonance.min,0.02060571,（低层·不协和度·最小值）
lowlevel.dissonance.stdev,0.07536221,（低层·不协和度·标准差）
lowlevel.dissonance.var,0.00567946,（低层·不协和度·方差）
lowlevel.dynamic_complexity,17.53741074,（低层·动态·复杂度）
lowlevel.erbbands.dmean,0.00000089;0.00000628;0.00014410;0.00218594;0.04737996;1.94509220;1.73580861;0.06321088;0.13978185;6.00932884;2.36672425;0.60474855;8.68999481;0.90287209;5.49752855;1.20830238;2.88150311;1.75964570;0.92626500;0.60718590;0.31114557;0.00914469;0.00049897;0.00006826;0.00002250;0.00001575;0.00001273;0.00001061;0.00000860;0.00000679;0.00000524;0.00000402;0.00000299;0.00000213;0.00000146;0.00000092;0.00000049;0.00000015;0.00000062;0.00000142,（低层·erbbands·dmean）
lowlevel.erbbands.dmean2,0.00000083;0.00000735;0.00006176;0.00087496;0.03145985;0.97262710;0.87445694;0.03418991;0.07005127;3.12402225;1.17567599;0.28739142;4.79296541;0.44513074;3.16856003;0.65590173;1.69420648;1.05842924;0.55604434;0.37170246;0.19506852;0.00558695;0.00029474;0.00006366;0.00003750;0.00002818;0.00002251;0.00001826;0.00001476;0.00001178;0.00000923;0.00000701;0.00000513;0.00000355;0.00000229;0.00000134;0.00000066;0.00000022;0.00000033;0.00000076,（低层·erbbands·dmean2）
lowlevel.erbbands.dvar,0.00000000;0.00000000;0.00000148;0.00029125;0.04867056;139.42297363;111.12535095;0.09198710;0.33251184;1364.05029297;189.67037964;9.82061005;3005.67602539;24.65749359;1236.22363281;50.55801010;334.76348877;125.04835510;33.46220398;14.64307213;3.95364666;0.00323511;0.00000892;0.00000014;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·dvar）
lowlevel.erbbands.dvar2,0.00000000;0.00000001;0.00000064;0.00011526;0.09983156;119.24042511;111.97213745;0.09915748;0.52803385;1186.87438965;207.57627869;12.22513485;2684.42968750;29.13475800;1180.44042969;56.49224091;341.83575439;132.62516785;37.46498108;16.70809364;4.55768776;0.00384213;0.00001054;0.00000018;0.00000002;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·dvar2）
lowlevel.erbbands.max,0.00013629;0.00135668;0.03112491;0.47216374;8.63661766;243.30262756;225.65245056;13.65354443;24.54885101;756.15777588;319.51577759;89.65907288;1094.77490234;128.66557312;701.44299316;165.41151428;372.28228760;228.76245117;122.93578339;80.39125824;40.90947342;1.23326290;0.06915641;0.01010069;0.00287558;0.00127520;0.00076818;0.00055936;0.00042800;0.00034383;0.00028470;0.00023836;0.00020139;0.00017159;0.00014079;0.00010566;0.00006203;0.00001643;0.00008069;0.00018476,（低层·erbbands·最大值）
lowlevel.erbbands.mean,0.00000558;0.00004229;0.00054115;0.00995886;0.40782419;14.90763950;13.59467411;0.61015147;1.10317183;38.66970062;15.62738037;3.63340735;46.80648041;5.00627851;26.00428963;5.59827471;12.09009933;6.73594332;3.38901496;2.09206414;1.00806105;0.03040652;0.00177331;0.00028487;0.00009393;0.00004818;0.00003148;0.00002341;0.00001871;0.00001560;0.00001331;0.00001147;0.00000990;0.00000841;0.00000689;0.00000517;0.00000303;0.00000074;0.00000396;0.00000916,（低层·erbbands·均值）
lowlevel.erbbands.median,0.00000026;0.00000169;0.00001801;0.00037213;0.01930920;0.77834600;0.70223904;0.02720441;0.01253472;0.43263486;0.17049620;0.00851072;0.05397826;0.00453229;0.00306942;0.00040188;0.00013686;0.00001473;0.00000312;0.00000126;0.00000106;0.00000073;0.00000062;0.00000058;0.00000046;0.00000043;0.00000044;0.00000044;0.00000043;0.00000044;0.00000042;0.00000040;0.00000034;0.00000029;0.00000022;0.00000017;0.00000009;0.00000002;0.00000010;0.00000023,（低层·erbbands·median）
lowlevel.erbbands.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·最小值）
lowlevel.erbbands.stdev,0.00001636;0.00015019;0.00255130;0.04076713;1.17368615;40.33705139;36.89485168;1.82479846;3.50668931;120.01921082;48.67797470;12.64327717;164.61209106;17.97794533;99.77597809;22.09203911;49.69114685;29.18377686;15.14033508;9.64949512;4.79874945;0.14411618;0.00822600;0.00125294;0.00038501;0.00018697;0.00011804;0.00008579;0.00006708;0.00005467;0.00004558;0.00003838;0.00003240;0.00002709;0.00002193;0.00001633;0.00000954;0.00000245;0.00001242;0.00002856,（低层·erbbands·标准差）
lowlevel.erbbands.var,0.00000000;0.00000002;0.00000651;0.00166196;1.37753904;1627.07775879;1361.23010254;3.32988930;12.29686928;14404.61132812;2369.54516602;159.85246277;27097.14062500;323.20651245;9955.24609375;488.05822754;2469.20996094;851.69281006;229.22975159;93.11274719;23.02799797;0.02076947;0.00006767;0.00000157;0.00000015;0.00000003;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·方差）
lowlevel.erbbands_crest.dmean,0.12021132,（低层·erbbands·crest·dmean）
lowlevel.erbbands_crest.dmean2,0.05694546,（低层·erbbands·crest·dmean2）
lowlevel.erbbands_crest.dvar,0.20088317,（低层·erbbands·crest·dvar）
lowlevel.erbbands_crest.dvar2,0.10765675,（低层·erbbands·crest·dvar2）
lowlevel.erbbands_crest.max,18.69196701,（低层·erbbands·crest·最大值）
lowlevel.erbbands_crest.mean,13.96096134,（低层·erbbands·crest·均值）
lowlevel.erbbands_crest.median,13.82036495,（低层·erbbands·crest·median）
lowlevel.erbbands_crest.min,5.78445721,（低层·erbbands·crest·最小值）
lowlevel.erbbands_crest.stdev,3.20091295,（低层·erbbands·crest·标准差）
lowlevel.erbbands_crest.var,10.24584389,（低层·erbbands·crest·方差）
lowlevel.erbbands_flatness_db.dmean,0.00763505,（低层·erbbands·平坦度·db·dmean）
lowlevel.erbbands_flatness_db.dmean2,0.00701249,（低层·erbbands·平坦度·db·dmean2）
lowlevel.erbbands_flatness_db.dvar,0.00004994,（低层·erbbands·平坦度·db·dvar）
lowlevel.erbbands_flatness_db.dvar2,0.00004793,（低层·erbbands·平坦度·db·dvar2）
lowlevel.erbbands_flatness_db.max,0.59202266,（低层·erbbands·平坦度·db·最大值）
lowlevel.erbbands_flatness_db.mean,0.51636654,（低层·erbbands·平坦度·db·均值）
lowlevel.erbbands_flatness_db.median,0.54390752,（低层·erbbands·平坦度·db·median）
lowlevel.erbbands_flatness_db.min,0.09929404,（低层·erbbands·平坦度·db·最小值）
lowlevel.erbbands_flatness_db.stdev,0.08659473,（低层·erbbands·平坦度·db·标准差）
lowlevel.erbbands_flatness_db.var,0.00749865,（低层·erbbands·平坦度·db·方差）
lowlevel.erbbands_kurtosis.dmean,0.82512176,（低层·erbbands·峰度·dmean）
lowlevel.erbbands_kurtosis.dmean2,0.38483751,（低层·erbbands·峰度·dmean2）
lowlevel.erbbands_kurtosis.dvar,6.13096333,（低层·erbbands·峰度·dvar）
lowlevel.erbbands_kurtosis.dvar2,1.28565264,（低层·erbbands·峰度·dvar2）
lowlevel.erbbands_kurtosis.max,87.98654175,（低层·erbbands·峰度·最大值）
lowlevel.erbbands_kurtosis.mean,6.80762434,（低层·erbbands·峰度·均值）
lowlevel.erbbands_kurtosis.median,-0.18624139,（低层·erbbands·峰度·median）
lowlevel.erbbands_kurtosis.min,-0.72821593,（低层·erbbands·峰度·最小值）
lowlevel.erbbands_kurtosis.stdev,18.50502014,（低层·erbbands·峰度·标准差）
lowlevel.erbbands_kurtosis.var,342.43576050,（低层·erbbands·峰度·方差）
lowlevel.erbbands_skewness.dmean,0.06612955,（低层·erbbands·偏度·dmean）
lowlevel.erbbands_skewness.dmean2,0.02498587,（低层·erbbands·偏度·dmean2）
lowlevel.erbbands_skewness.dvar,0.03418226,（低层·erbbands·偏度·dvar）
lowlevel.erbbands_skewness.dvar2,0.00733554,（低层·erbbands·偏度·dvar2）
lowlevel.erbbands_skewness.max,7.38247395,（低层·erbbands·偏度·最大值）
lowlevel.erbbands_skewness.mean,1.35375869,（低层·erbbands·偏度·均值）
lowlevel.erbbands_skewness.median,0.92524296,（低层·erbbands·偏度·median）
lowlevel.erbbands_skewness.min,-0.13171069,（低层·erbbands·偏度·最小值）
lowlevel.erbbands_skewness.stdev,1.55675972,（低层·erbbands·偏度·标准差）
lowlevel.erbbands_skewness.var,2.42350078,（低层·erbbands·偏度·方差）
lowlevel.erbbands_spread.dmean,0.35215014,（低层·erbbands·扩散度·dmean）
lowlevel.erbbands_spread.dmean2,0.20601279,（低层·erbbands·扩散度·dmean2）
lowlevel.erbbands_spread.dvar,2.80774951,（低层·erbbands·扩散度·dvar）
lowlevel.erbbands_spread.dvar2,2.16525149,（低层·erbbands·扩散度·dvar2）
lowlevel.erbbands_spread.max,52.98931503,（低层·erbbands·扩散度·最大值）
lowlevel.erbbands_spread.mean,6.07602835,（低层·erbbands·扩散度·均值）
lowlevel.erbbands_spread.median,4.45378160,（低层·erbbands·扩散度·median）
lowlevel.erbbands_spread.min,1.76548231,（低层·erbbands·扩散度·最小值）
lowlevel.erbbands_spread.stdev,6.33029890,（低层·erbbands·扩散度·标准差）
lowlevel.erbbands_spread.var,40.07268524,（低层·erbbands·扩散度·方差）
lowlevel.gfcc.cov,40549.65234375;10156.29785156;-8262.81445312;-9649.98046875;3486.70263672;3250.11450195;187.39939880;-2004.39892578;1013.06256104;-262.19622803;-173.70700073;-820.67413330;863.02587891|10156.29785156;3754.29638672;-1116.07824707;-2944.89990234;317.67987061;674.27734375;504.05899048;-476.51687622;130.40930176;-271.82778931;73.33202362;-244.05577087;264.69546509|-8262.81445312;-1116.07824707;2679.52197266;1732.15539551;-1331.10864258;-959.97186279;261.60153198;463.87902832;-321.63034058;-137.00032043;97.63164520;128.21623230;-162.43069458|-9649.98046875;-2944.89990234;1732.15539551;2702.63500977;-736.78619385;-878.25885010;-282.85034180;515.21398926;-192.52423096;115.99208832;-44.34504700;210.26551819;-232.97035217|3486.70263672;317.67987061;-1331.10864258;-736.78619385;744.56982422;485.78384399;-171.37731934;-201.52185059;186.52851868;97.36719513;-57.65649796;-48.72848892;74.22579193|3250.11450195;674.27734375;-959.97186279;-878.25885010;485.78384399;449.09875488;19.96342850;-209.36428833;99.61029053;37.40210342;8.82065868;-60.37248230;73.65344238|187.39939880;504.05899048;261.60153198;-282.85034180;-171.37731934;19.96342850;266.34671021;5.77629614;-56.80398178;-91.90383911;74.92156982;-1.69075668;31.77183723|-2004.39892578;-476.51687622;463.87902832;515.21398926;-201.52185059;-209.36428833;5.77629614;138.68565369;-40.25634384;-19.12016678;-3.07337523;50.51977158;-28.64677620|1013.06256104;130.40930176;-321.63034058;-192.52423096;186.52851868;99.61029053;-56.80398178;-40.25634384;68.93748474;13.90127754;-32.94416046;-17.52902603;30.21780586|-262.19622803;-271.82778931;-137.00032043;115.99208832;97.36719513;37.40210342;-91.90383911;-19.12016678;13.90127754;63.98611450;-14.33978844;-1.91115260;-21.47840881|-173.70700073;73.33202362;97.63164520;-44.34504700;-57.65649796;8.82065868;74.92156982;-3.07337523;-32.94416046;-14.33978844;35.53547668;3.35661364;-6.29109478|-820.67413330;-244.05577087;128.21623230;210.26551819;-48.72848892;-60.37248230;-1.69075668;50.51977158;-17.52902603;-1.91115260;3.35661364;29.51789093;-14.36816978|863.02587891;264.69546509;-162.43069458;-232.97035217;74.22579193;73.65344238;31.77183723;-28.64677620;30.21780586;-21.47840881;-6.29109478;-14.36816978;36.22404480,（低层·gfcc·cov）
lowlevel.gfcc.icov,0.00496947;0.00481765;0.01637872;0.01473763;0.00418890;0.01508488;-0.01137808;0.00478838;-0.00445718;0.04293326;0.03142948;0.04823572;0.04290395|0.00481765;0.15760826;0.01471867;0.17866239;0.01935487;0.08956368;-0.10590991;0.02305136;-0.00134726;0.30223215;0.23780738;0.36037430;0.20251791|0.01637872;0.01471867;0.08038142;0.07937677;0.08319325;0.06408130;-0.02744026;-0.07825474;-0.08941434;0.01561563;0.04168836;0.08376860;0.15889940|0.01473763;0.17866239;0.07937677;0.29102647;0.12932742;0.15285151;-0.12303703;-0.13888875;-0.09933598;0.16683759;0.27474657;0.31584728;0.34806550|0.00418890;0.01935487;0.08319325;0.12932742;0.25142309;0.00996981;0.03510416;-0.28175455;-0.28213811;-0.30949959;-0.12498096;-0.19853137;0.12589653|0.01508488;0.08956368;0.06408130;0.15285151;0.00996981;0.22275217;-0.09964269;0.04916874;-0.02967900;0.08265506;0.07956470;0.18861100;0.07187065|-0.01137808;-0.10590991;-0.02744026;-0.12303703;0.03510416;-0.09964269;0.16021569;-0.08654559;-0.05144392;-0.29383081;-0.36229780;-0.32515007;-0.27085423|0.00478838;0.02305136;-0.07825474;-0.13888875;-0.28175455;0.04916874;-0.08654559;0.59435880;0.21490937;0.59803230;0.16143493;0.33234060;-0.16818695|-0.00445718;-0.00134726;-0.08941434;-0.09933598;-0.28213811;-0.02967900;-0.05144392;0.21490937;0.45968184;0.35347983;0.30741394;0.28724334;-0.07677617|0.04293326;0.30223215;0.01561563;0.16683759;-0.30949959;0.08265506;-0.29383081;0.59803230;0.35347983;1.78513515;0.91479146;1.59934127;0.66530597|0.03142948;0.23780738;0.04168836;0.27474657;-0.12498096;0.07956470;-0.36229780;0.16143493;0.30741394;0.91479146;1.19611001;0.88085204;0.85027218|0.04823572;0.36037430;0.08376860;0.31584728;-0.19853137;0.18861100;-0.32515007;0.33234060;0.28724334;1.59934127;0.88085204;1.75148213;0.75213820|0.04290395;0.20251791;0.15889940;0.34806550;0.12589653;0.07187065;-0.27085423;-0.16818695;-0.07677617;0.66530597;0.85027218;0.75213820;1.08163607,（低层·gfcc·icov）
lowlevel.gfcc.mean,-564.28179932;201.41574097;-37.98220444;-93.19983673;-94.77427673;-45.05915070;-48.56429672;-35.71085739;-27.88422775;-22.92314339;-16.78458214;-12.21092987;3.56962347,（低层·gfcc·均值）
lowlevel.hfc.dmean,0.78313881,（低层·hfc·dmean）
lowlevel.hfc.dmean2,0.43115023,（低层·hfc·dmean2）
lowlevel.hfc.dvar,23.55051613,（低层·hfc·dvar）
lowlevel.hfc.dvar2,23.11610031,（低层·hfc·dvar2）
lowlevel.hfc.max,101.77343750,（低层·hfc·最大值）
lowlevel.hfc.mean,4.41760349,（低层·hfc·均值）
lowlevel.hfc.median,0.06166827,（低层·hfc·median）
lowlevel.hfc.min,0.00000000,（低层·hfc·最小值）
lowlevel.hfc.stdev,14.94455624,（低层·hfc·标准差）
lowlevel.hfc.var,223.33976746,（低层·hfc·方差）
lowlevel.loudness_ebu128.integrated,-22.39517593,（低层·响度·ebu128·integrated）
lowlevel.loudness_ebu128.loudness_range,0.00000000,（低层·响度·ebu128·响度·range）
lowlevel.loudness_ebu128.momentary.dmean,2.25629210,（低层·响度·ebu128·momentary·dmean）
lowlevel.loudness_ebu128.momentary.dmean2,0.26505104,（低层·响度·ebu128·momentary·dmean2）
lowlevel.loudness_ebu128.momentary.dvar,0.76630646,（低层·响度·ebu128·momentary·dvar）
lowlevel.loudness_ebu128.momentary.dvar2,0.12431872,（低层·响度·ebu128·momentary·dvar2）
lowlevel.loudness_ebu128.momentary.max,-15.38799381,（低层·响度·ebu128·momentary·最大值）
lowlevel.loudness_ebu128.momentary.mean,-38.82461929,（低层·响度·ebu128·momentary·均值）
lowlevel.loudness_ebu128.momentary.median,-38.80474091,（低层·响度·ebu128·momentary·median）
lowlevel.loudness_ebu128.momentary.min,-62.77012634,（低层·响度·ebu128·momentary·最小值）
lowlevel.loudness_ebu128.momentary.stdev,12.39818478,（低层·响度·ebu128·momentary·标准差）
lowlevel.loudness_ebu128.momentary.var,153.71499634,（低层·响度·ebu128·momentary·方差）
lowlevel.loudness_ebu128.short_term.dmean,0.00000000,（低层·响度·ebu128·short·term·dmean）
lowlevel.loudness_ebu128.short_term.dmean2,0.00000000,（低层·响度·ebu128·short·term·dmean2）
lowlevel.loudness_ebu128.short_term.dvar,0.00000000,（低层·响度·ebu128·short·term·dvar）
lowlevel.loudness_ebu128.short_term.dvar2,0.00000000,（低层·响度·ebu128·short·term·dvar2）
lowlevel.loudness_ebu128.short_term.max,-23.81910133,（低层·响度·ebu128·short·term·最大值）
lowlevel.loudness_ebu128.short_term.mean,-23.81910133,（低层·响度·ebu128·short·term·均值）
lowlevel.loudness_ebu128.short_term.median,-23.81910133,（低层·响度·ebu128·short·term·median）
lowlevel.loudness_ebu128.short_term.min,-23.81910133,（低层·响度·ebu128·short·term·最小值）
lowlevel.loudness_ebu128.short_term.stdev,0.00000000,（低层·响度·ebu128·short·term·标准差）
lowlevel.loudness_ebu128.short_term.var,0.00000000,（低层·响度·ebu128·short·term·方差）
lowlevel.melbands.dmean,0.00000000;0.00000006;0.00000084;0.00005600;0.00008821;0.00000147;0.00000172;0.00007640;0.00001305;0.00000474;0.00004285;0.00000166;0.00001422;0.00000733;0.00000651;0.00000318;0.00000378;0.00000143;0.00000166;0.00000067;0.00000022;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dmean）
lowlevel.melbands.dmean2,0.00000001;0.00000003;0.00000052;0.00002825;0.00004406;0.00000075;0.00000172;0.00003944;0.00000630;0.00000246;0.00002366;0.00000113;0.00000809;0.00000411;0.00000381;0.00000183;0.00000229;0.00000085;0.00000103;0.00000042;0.00000014;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dmean2）
lowlevel.melbands.dvar,0.00000000;0.00000000;0.00000000;0.00000012;0.00000028;0.00000000;0.00000000;0.00000022;0.00000001;0.00000000;0.00000007;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dvar）
