key,value,comment_zh
lowlevel.barkbands.var,0.00000000;0.00000000;0.00000000;0.00000000;0.00002881;0.00008489;0.00000313;0.00000230;0.00000352;0.00001761;0.00000068;0.00000046;0.00000011;0.00000024;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·barkbands·方差）
lowlevel.barkbands_crest.dmean,0.46719551,（低层·barkbands·crest·dmean）
lowlevel.barkbands_crest.dmean2,0.69589388,（低层·barkbands·crest·dmean2）
lowlevel.barkbands_crest.dvar,0.22636338,（低层·barkbands·crest·dvar）
lowlevel.barkbands_crest.dvar2,0.33276266,（低层·barkbands·crest·dvar2）
lowlevel.barkbands_crest.max,15.81495571,（低层·barkbands·crest·最大值）
lowlevel.barkbands_crest.mean,14.08059883,（低层·barkbands·crest·均值）
lowlevel.barkbands_crest.median,14.86854267,（低层·barkbands·crest·median）
lowlevel.barkbands_crest.min,3.12646556,（低层·barkbands·crest·最小值）
lowlevel.barkbands_crest.stdev,2.07091713,（低层·barkbands·crest·标准差）
lowlevel.barkbands_crest.var,4.28869820,（低层·barkbands·crest·方差）
lowlevel.barkbands_flatness_db.dmean,0.02575677,（低层·barkbands·平坦度·db·dmean）
lowlevel.barkbands_flatness_db.dmean2,0.04080708,（低层·barkbands·平坦度·db·dmean2）
lowlevel.barkbands_flatness_db.dvar,0.00068306,（低层·barkbands·平坦度·db·dvar）
lowlevel.barkbands_flatness_db.dvar2,0.00178669,（低层·barkbands·平坦度·db·dvar2）
lowlevel.barkbands_flatness_db.max,0.72234249,（低层·barkbands·平坦度·db·最大值）
lowlevel.barkbands_flatness_db.mean,0.54902232,（低层·barkbands·平坦度·db·均值）
lowlevel.barkbands_flatness_db.median,0.60485858,（低层·barkbands·平坦度·db·median）
lowlevel.barkbands_flatness_db.min,0.03618424,（低层·barkbands·平坦度·db·最小值）
lowlevel.barkbands_flatness_db.stdev,0.14881143,（低层·barkbands·平坦度·db·标准差）
lowlevel.barkbands_flatness_db.var,0.02214484,（低层·barkbands·平坦度·db·方差）
lowlevel.barkbands_kurtosis.dmean,1.83843648,（低层·barkbands·峰度·dmean）
lowlevel.barkbands_kurtosis.dmean2,1.87706792,（低层·barkbands·峰度·dmean2）
lowlevel.barkbands_kurtosis.dvar,13.09609699,（低层·barkbands·峰度·dvar）
lowlevel.barkbands_kurtosis.dvar2,11.91833591,（低层·barkbands·峰度·dvar2）
lowlevel.barkbands_kurtosis.max,225.70825195,（低层·barkbands·峰度·最大值）
lowlevel.barkbands_kurtosis.mean,31.97580910,（低层·barkbands·峰度·均值）
lowlevel.barkbands_kurtosis.median,6.96146584,（低层·barkbands·峰度·median）
lowlevel.barkbands_kurtosis.min,-0.15744495,（低层·barkbands·峰度·最小值）
lowlevel.barkbands_kurtosis.stdev,56.72370911,（低层·barkbands·峰度·标准差）
lowlevel.barkbands_kurtosis.var,3217.57934570,（低层·barkbands·峰度·方差）
lowlevel.barkbands_skewness.dmean,0.10623260,（低层·barkbands·偏度·dmean）
lowlevel.barkbands_skewness.dmean2,0.10648429,（低层·barkbands·偏度·dmean2）
lowlevel.barkbands_skewness.dvar,0.04414085,（低层·barkbands·偏度·dvar）
lowlevel.barkbands_skewness.dvar2,0.05414068,（低层·barkbands·偏度·dvar2）
lowlevel.barkbands_skewness.max,11.37134552,（低层·barkbands·偏度·最大值）
lowlevel.barkbands_skewness.mean,2.60019493,（低层·barkbands·偏度·均值）
lowlevel.barkbands_skewness.median,1.74632668,（低层·barkbands·偏度·median）
lowlevel.barkbands_skewness.min,-1.97648394,（低层·barkbands·偏度·最小值）
lowlevel.barkbands_skewness.stdev,2.64288902,（低层·barkbands·偏度·标准差）
lowlevel.barkbands_skewness.var,6.98486233,（低层·barkbands·偏度·方差）
lowlevel.barkbands_spread.dmean,0.18238729,（低层·barkbands·扩散度·dmean）
lowlevel.barkbands_spread.dmean2,0.19354172,（低层·barkbands·扩散度·dmean2）
lowlevel.barkbands_spread.dvar,0.47284704,（低层·barkbands·扩散度·dvar）
lowlevel.barkbands_spread.dvar2,0.71002477,（低层·barkbands·扩散度·dvar2）
lowlevel.barkbands_spread.max,29.20069122,（低层·barkbands·扩散度·最大值）
lowlevel.barkbands_spread.mean,2.22249579,（低层·barkbands·扩散度·均值）
lowlevel.barkbands_spread.median,0.73216730,（低层·barkbands·扩散度·median）
lowlevel.barkbands_spread.min,0.39904639,（低层·barkbands·扩散度·最小值）
lowlevel.barkbands_spread.stdev,4.31258154,（低层·barkbands·扩散度·标准差）
lowlevel.barkbands_spread.var,18.59836006,（低层·barkbands·扩散度·方差）
lowlevel.dissonance.dmean,0.01490904,（低层·不协和度·dmean）
lowlevel.dissonance.dmean2,0.02493042,（低层·不协和度·dmean2）
lowlevel.dissonance.dvar,0.00119262,（低层·不协和度·dvar）
lowlevel.dissonance.dvar2,0.00345228,（低层·不协和度·dvar2）
lowlevel.dissonance.max,0.50000006,（低层·不协和度·最大值）
lowlevel.dissonance.mean,0.33048335,（低层·不协和度·均值）
lowlevel.dissonance.median,0.31896406,（低层·不协和度·median）
lowlevel.dissonance.min,0.07591856,（低层·不协和度·最小值）
lowlevel.dissonance.stdev,0.06765933,（低层·不协和度·标准差）
lowlevel.dissonance.var,0.00457779,（低层·不协和度·方差）
lowlevel.dynamic_complexity,25.86565208,（低层·动态·复杂度）
lowlevel.erbbands.dmean,0.00000211;0.00001266;0.00010405;0.00071716;0.02267740;0.94640929;1.89821720;3.92895675;2.08321381;1.23714840;0.74513531;2.30721569;7.22645807;0.91527170;1.51139665;1.62199557;1.91865027;1.30849946;0.42374650;1.20515728;0.18035245;0.15635441;0.04187435;0.01564292;0.00329425;0.00098308;0.00024144;0.00128090;0.00257131;0.00101404;0.00031999;0.00011081;0.00015447;0.00009268;0.00003100;0.00000727;0.00000706;0.00000061;0.00000066;0.00000121,（低层·erbbands·dmean）
lowlevel.erbbands.dmean2,0.00000218;0.00001209;0.00011073;0.00056782;0.01187679;0.41605720;1.86597371;4.95594072;1.25330389;0.49831417;0.29614362;0.94607788;3.08841300;0.44325033;1.15365362;0.78057057;1.95631123;0.85021991;0.29604891;1.91434634;0.20049493;0.12669688;0.04083889;0.01500068;0.00418686;0.00109792;0.00024783;0.00127611;0.00249147;0.00096501;0.00033896;0.00009531;0.00015407;0.00008702;0.00003354;0.00000772;0.00000701;0.00000070;0.00000045;0.00000079,（低层·erbbands·dmean2）
lowlevel.erbbands.dvar,0.00000000;0.00000001;0.00000088;0.00002763;0.02191857;38.52457047;241.33769226;664.74975586;184.56123352;58.00861359;19.69026566;206.48773193;2158.51269531;37.03075409;92.69248962;105.92733002;90.99777222;107.35514832;11.71826935;40.68449020;2.05789757;1.95776165;0.18355870;0.02502540;0.00121055;0.00008102;0.00000403;0.00016814;0.00068150;0.00010034;0.00000983;0.00000100;0.00000225;0.00000078;0.00000009;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·dvar）
lowlevel.erbbands.dvar2,0.00000000;0.00000002;0.00000180;0.00005186;0.02861012;19.13910294;269.80819702;698.45697021;87.83526611;23.49640465;8.85069656;89.62815857;1034.75170898;22.14507103;52.35658646;50.09008408;125.02487946;82.31220245;9.60799408;95.83872223;2.67784119;2.41539741;0.29974967;0.03893875;0.00141353;0.00012725;0.00000387;0.00027893;0.00109021;0.00015027;0.00001557;0.00000127;0.00000351;0.00000114;0.00000014;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000,（低层·erbbands·dvar2）
lowlevel.erbbands.max,0.00034935;0.00215383;0.01930471;0.14022905;4.41218519;151.28195190;278.76861572;497.54559326;337.40795898;204.11215210;128.65313721;384.35571289;1185.21289062;155.59484863;239.50418091;270.34957886;153.00444031;215.39297485;69.61434937;110.21805573;27.06560707;25.08395958;6.48662806;2.41342902;0.50556946;0.14807658;0.03550921;0.19621393;0.39530218;0.15535602;0.04859188;0.01656007;0.02343656;0.01404349;0.00457601;0.00105520;0.00106306;0.00008166;0.00010530;0.00019444,（低层·erbbands·最大值）
lowlevel.erbbands.mean,0.00000530;0.00003344;0.00029933;0.00437192;0.20200071;7.69601440;14.31207657;25.13010597;17.59506798;8.61195087;5.25265503;15.68164825;44.25299072;5.62715197;7.85966921;9.24264050;4.09988785;4.25695372;1.59656262;2.13677955;0.49767870;0.36056146;0.04031497;0.01430709;0.00485567;0.00122153;0.00039524;0.00114995;0.00228073;0.00100341;0.00033462;0.00015901;0.00016436;0.00010433;0.00003460;0.00001393;0.00000904;0.00000123;0.00000405;0.00000896,（低层·erbbands·均值）
lowlevel.erbbands.median,0.00000003;0.00000019;0.00000181;0.00003462;0.00172359;0.06944747;0.12943463;0.21712942;0.15525112;0.00883234;0.00221150;0.00530856;0.00759973;0.00064425;0.00010012;0.00012166;0.00000986;0.00000290;0.00000090;0.00000050;0.00000038;0.00000032;0.00000032;0.00000028;0.00000028;0.00000026;0.00000024;0.00000024;0.00000023;0.00000021;0.00000020;0.00000018;0.00000016;0.00000013;0.00000010;0.00000007;0.00000004;0.00000001;0.00000002;0.00000005,（低层·erbbands·median）
lowlevel.erbbands.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·erbbands·最小值）
lowlevel.erbbands.stdev,0.00002536;0.00016667;0.00140279;0.01465172;0.62825942;23.64964485;44.51226044;77.95173645;54.01732635;30.49024200;18.80240440;56.63357544;166.47445679;21.68763161;32.01772308;37.08929062;18.53109550;22.59160995;7.97853708;10.62206364;2.68927908;2.16176558;0.42488891;0.16074097;0.04642096;0.01166042;0.00324921;0.01282233;0.02605805;0.01064142;0.00332894;0.00133562;0.00160919;0.00099302;0.00030944;0.00009453;0.00007372;0.00000717;0.00001410;0.00002977,（低层·erbbands·标准差）
lowlevel.erbbands.var,0.00000000;0.00000003;0.00000197;0.00021467;0.39470989;559.30572510;1981.34118652;6076.47265625;2917.87158203;929.65490723;353.53039551;3207.36206055;27713.74609375;470.35339355;1025.13464355;1375.61560059;343.40148926;510.38082886;63.65705109;112.82823181;7.23222208;4.67323017;0.18053059;0.02583766;0.00215491;0.00013597;0.00001056;0.00016441;0.00067902;0.00011324;0.00001108;0.00000178;0.00000259;0.00000099;0.00000010;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000,（低层·erbbands·方差）
lowlevel.erbbands_crest.dmean,0.75428855,（低层·erbbands·crest·dmean）
lowlevel.erbbands_crest.dmean2,1.12906694,（低层·erbbands·crest·dmean2）
lowlevel.erbbands_crest.dvar,0.19892490,（低层·erbbands·crest·dvar）
lowlevel.erbbands_crest.dvar2,0.42374220,（低层·erbbands·crest·dvar2）
lowlevel.erbbands_crest.max,16.31579208,（低层·erbbands·crest·最大值）
lowlevel.erbbands_crest.mean,13.28671169,（低层·erbbands·crest·均值）
lowlevel.erbbands_crest.median,14.25470066,（低层·erbbands·crest·median）
lowlevel.erbbands_crest.min,3.75412822,（低层·erbbands·crest·最小值）
lowlevel.erbbands_crest.stdev,2.58116341,（低层·erbbands·crest·标准差）
lowlevel.erbbands_crest.var,6.66240406,（低层·erbbands·crest·方差）
lowlevel.erbbands_flatness_db.dmean,0.01320680,（低层·erbbands·平坦度·db·dmean）
lowlevel.erbbands_flatness_db.dmean2,0.02164349,（低层·erbbands·平坦度·db·dmean2）
lowlevel.erbbands_flatness_db.dvar,0.00016014,（低层·erbbands·平坦度·db·dvar）
lowlevel.erbbands_flatness_db.dvar2,0.00044544,（低层·erbbands·平坦度·db·dvar2）
lowlevel.erbbands_flatness_db.max,0.60199046,（低层·erbbands·平坦度·db·最大值）
lowlevel.erbbands_flatness_db.mean,0.48343253,（低层·erbbands·平坦度·db·均值）
lowlevel.erbbands_flatness_db.median,0.52678376,（低层·erbbands·平坦度·db·median）
lowlevel.erbbands_flatness_db.min,0.09687229,（低层·erbbands·平坦度·db·最小值）
lowlevel.erbbands_flatness_db.stdev,0.12151767,（低层·erbbands·平坦度·db·标准差）
lowlevel.erbbands_flatness_db.var,0.01476654,（低层·erbbands·平坦度·db·方差）
lowlevel.erbbands_kurtosis.dmean,0.99568594,（低层·erbbands·峰度·dmean）
lowlevel.erbbands_kurtosis.dmean2,1.16472208,（低层·erbbands·峰度·dmean2）
lowlevel.erbbands_kurtosis.dvar,3.96373391,（低层·erbbands·峰度·dvar）
lowlevel.erbbands_kurtosis.dvar2,4.86135769,（低层·erbbands·峰度·dvar2）
lowlevel.erbbands_kurtosis.max,104.00423431,（低层·erbbands·峰度·最大值）
lowlevel.erbbands_kurtosis.mean,14.72323608,（低层·erbbands·峰度·均值）
lowlevel.erbbands_kurtosis.median,4.04545307,（低层·erbbands·峰度·median）
lowlevel.erbbands_kurtosis.min,-0.62150526,（低层·erbbands·峰度·最小值）
lowlevel.erbbands_kurtosis.stdev,26.73473740,（低层·erbbands·峰度·标准差）
lowlevel.erbbands_kurtosis.var,714.74615479,（低层·erbbands·峰度·方差）
lowlevel.erbbands_skewness.dmean,0.07947880,（低层·erbbands·偏度·dmean）
lowlevel.erbbands_skewness.dmean2,0.09503698,（低层·erbbands·偏度·dmean2）
lowlevel.erbbands_skewness.dvar,0.01611147,（低层·erbbands·偏度·dvar）
lowlevel.erbbands_skewness.dvar2,0.01899843,（低层·erbbands·偏度·dvar2）
lowlevel.erbbands_skewness.max,7.49544525,（低层·erbbands·偏度·最大值）
lowlevel.erbbands_skewness.mean,1.62529314,（低层·erbbands·偏度·均值）
lowlevel.erbbands_skewness.median,1.09723270,（低层·erbbands·偏度·median）
lowlevel.erbbands_skewness.min,-0.79159057,（低层·erbbands·偏度·最小值）
lowlevel.erbbands_skewness.stdev,1.76931143,（低层·erbbands·偏度·标准差）
lowlevel.erbbands_skewness.var,3.13046312,（低层·erbbands·偏度·方差）
lowlevel.erbbands_spread.dmean,0.35364935,（低层·erbbands·扩散度·dmean）
lowlevel.erbbands_spread.dmean2,0.40709010,（低层·erbbands·扩散度·dmean2）
lowlevel.erbbands_spread.dvar,0.94667834,（低层·erbbands·扩散度·dvar）
lowlevel.erbbands_spread.dvar2,0.94964296,（低层·erbbands·扩散度·dvar2）
lowlevel.erbbands_spread.max,49.48019409,（低层·erbbands·扩散度·最大值）
lowlevel.erbbands_spread.mean,5.79279757,（低层·erbbands·扩散度·均值）
lowlevel.erbbands_spread.median,2.43864632,（低层·erbbands·扩散度·median）
lowlevel.erbbands_spread.min,1.10660017,（低层·erbbands·扩散度·最小值）
lowlevel.erbbands_spread.stdev,8.39312744,（低层·erbbands·扩散度·标准差）
lowlevel.erbbands_spread.var,70.44459534,（低层·erbbands·扩散度·方差）
lowlevel.gfcc.cov,56249.41015625;14778.00683594;-7808.03808594;-11205.58789062;1998.81555176;1694.65502930;-236.79505920;-1654.18554688;1327.69824219;-1526.97204590;-693.66583252;-1098.58459473;836.77020264|14778.00683594;5583.06689453;-901.78320312;-3795.14233398;-67.26980591;203.28593445;313.97647095;-533.06732178;248.58039856;-591.43676758;-116.76164246;-448.93316650;298.80770874|-7808.03808594;-901.78320312;2179.03320312;1175.66943359;-1022.10327148;-649.33728027;200.84991455;183.53916931;-318.22903442;57.37934494;126.00578308;62.94104385;-72.07819366|-11205.58789062;-3795.14233398;1175.66943359;2831.99926758;-357.29425049;-404.90997314;-192.37458801;409.24404907;-261.98983765;368.82864380;94.12135315;317.65957642;-208.51860046|1998.81555176;-67.26980591;-1022.10327148;-357.29425049;786.38024902;465.27648926;-7.37550831;-10.37911606;213.22808838;29.80767822;-52.22905350;-24.85875702;6.91791201|1694.65502930;203.28593445;-649.33728027;-404.90997314;465.27648926;368.28634644;92.93531036;-58.25016785;117.51700592;8.77951908;-3.72845101;-47.05641174;11.30918980|-236.79505920;313.97647095;200.84991455;-192.37458801;-7.37550831;92.93531036;262.67636108;-1.01800966;-3.18614340;-42.74868011;48.79685211;-58.33975983;4.30668163|-1654.18554688;-533.06732178;183.53916931;409.24404907;-10.37911606;-58.25016785;-1.01800966;94.07555389;-12.73308945;32.27762985;3.78533483;41.90029907;-28.73186874|1327.69824219;248.58039856;-318.22903442;-261.98983765;213.22808838;117.51700592;-3.18614340;-12.73308945;91.09857178;-28.34753036;-39.61040115;-31.89249992;19.82392120|-1526.97204590;-591.43676758;57.37934494;368.82864380;29.80767822;8.77951908;-42.74868011;32.27762985;-28.34753036;82.57357025;14.94045734;41.48752213;-30.98609543|-693.66583252;-116.76164246;126.00578308;94.12135315;-52.22905350;-3.72845101;48.79685211;3.78533483;-39.61040115;14.94045734;34.25490952;9.59724522;-12.53643417|-1098.58459473;-448.93316650;62.94104385;317.65957642;-24.85875702;-47.05641174;-58.33975983;41.90029907;-31.89249992;41.48752213;9.59724522;53.79033661;-22.59349442|836.77020264;298.80770874;-72.07819366;-208.51860046;6.91791201;11.30918980;4.30668163;-28.73186874;19.82392120;-30.98609543;-12.53643417;-22.59349442;23.83409691,（低层·gfcc·cov）
lowlevel.gfcc.icov,0.00166841;0.00043933;0.00723042;0.00589630;0.00822183;0.00300282;-0.00080821;-0.00445031;-0.00799344;0.00031958;0.00061657;0.00270248;0.01028889|0.00043933;0.06879964;0.00962374;0.09028476;0.04624178;0.01899407;-0.01523208;-0.03641991;0.00626344;0.05150946;0.02958114;0.04697378;-0.00072269|0.00723042;0.00962374;0.04092010;0.04665487;0.05488415;0.03187621;-0.01665317;-0.05344032;-0.06520522;-0.04625351;-0.01989427;0.00394860;0.05233369|0.00589630;0.09028476;0.04665487;0.17522648;0.12842980;0.04201327;-0.03228009;-0.17169234;-0.07410207;-0.06936423;0.00333547;0.01557558;0.06481942|0.00822183;0.04624178;0.05488415;0.12842980;0.14732940;0.01396770;-0.00977449;-0.18021193;-0.16876198;-0.12372951;-0.07827058;-0.01600722;0.07949129|0.00300282;0.01899407;0.03187621;0.04201327;0.01396770;0.11395918;-0.06256544;0.02321246;-0.10706148;-0.07744997;-0.05636072;-0.02278400;0.03868548|-0.00080821;-0.01523208;-0.01665317;-0.03228009;-0.00977449;-0.06256544;0.06505861;-0.01613207;0.02964062;0.06149811;-0.05009735;0.05734035;-0.02880817|-0.00445031;-0.03641991;-0.05344032;-0.17169234;-0.18021193;0.02321246;-0.01613207;0.43909973;0.10813016;0.32297048;0.10945869;0.02801213;-0.06325146|-0.00799344;0.00626344;-0.06520522;-0.07410207;-0.16876198;-0.10706148;0.02964062;0.10813016;0.58444577;0.32141572;0.43024635;0.15222585;-0.11624338|0.00031958;0.05150946;-0.04625351;-0.06936423;-0.12372951;-0.07744997;0.06149811;0.32297048;0.32141572;0.60331500;0.23186080;0.23662132;-0.08955389|0.00061657;0.02958114;-0.01989427;0.00333547;-0.07827058;-0.05636072;-0.05009735;0.10945869;0.43024635;0.23186080;0.53558761;0.02565660;0.01659202|0.00270248;0.04697378;0.00394860;0.01557558;-0.01600722;-0.02278400;0.05734035;0.02801213;0.15222585;0.23662132;0.02565660;0.26336944;-0.05254828|0.01028889;-0.00072269;0.05233369;0.06481942;0.07949129;0.03868548;-0.02880817;-0.06325146;-0.11624338;-0.08955389;0.01659202;-0.05254828;0.24184814,（低层·gfcc·icov）
lowlevel.gfcc.mean,-622.12261963;177.13865662;-47.70128632;-85.84967041;-99.63564301;-55.61919785;-61.21498489;-37.56299591;-26.03909111;-13.31373405;-3.29160261;6.41611290;14.02006817,（低层·gfcc·均值）
lowlevel.hfc.dmean,0.57703775,（低层·hfc·dmean）
lowlevel.hfc.dmean2,0.35590354,（低层·hfc·dmean2）
lowlevel.hfc.dvar,16.39594078,（低层·hfc·dvar）
lowlevel.hfc.dvar2,10.33749676,（低层·hfc·dvar2）
lowlevel.hfc.max,94.27548218,（低层·hfc·最大值）
lowlevel.hfc.mean,3.92576194,（低层·hfc·均值）
lowlevel.hfc.median,0.01587772,（低层·hfc·median）
lowlevel.hfc.min,0.00000000,（低层·hfc·最小值）
lowlevel.hfc.stdev,13.80638599,（低层·hfc·标准差）
lowlevel.hfc.var,190.61628723,（低层·hfc·方差）
lowlevel.loudness_ebu128.integrated,-19.00864601,（低层·响度·ebu128·integrated）
lowlevel.loudness_ebu128.loudness_range,10.73305702,（低层·响度·ebu128·响度·range）
lowlevel.loudness_ebu128.momentary.dmean,2.21595860,（低层·响度·ebu128·momentary·dmean）
lowlevel.loudness_ebu128.momentary.dmean2,0.17237882,（低层·响度·ebu128·momentary·dmean2）
lowlevel.loudness_ebu128.momentary.dvar,0.59207678,（低层·响度·ebu128·momentary·dvar）
lowlevel.loudness_ebu128.momentary.dvar2,0.03478136,（低层·响度·ebu128·momentary·dvar2）
lowlevel.loudness_ebu128.momentary.max,-12.09009838,（低层·响度·ebu128·momentary·最大值）
lowlevel.loudness_ebu128.momentary.mean,-43.93651199,（低层·响度·ebu128·momentary·均值）
lowlevel.loudness_ebu128.momentary.median,-43.02634811,（低层·响度·ebu128·momentary·median）
lowlevel.loudness_ebu128.momentary.min,-80.78481293,（低层·响度·ebu128·momentary·最小值）
lowlevel.loudness_ebu128.momentary.stdev,18.03480911,（低层·响度·ebu128·momentary·标准差）
lowlevel.loudness_ebu128.momentary.var,325.25436401,（低层·响度·ebu128·momentary·方差）
lowlevel.loudness_ebu128.short_term.dmean,2.50740242,（低层·响度·ebu128·short·term·dmean）
lowlevel.loudness_ebu128.short_term.dmean2,0.32027054,（低层·响度·ebu128·short·term·dmean2）
lowlevel.loudness_ebu128.short_term.dvar,0.26586273,（低层·响度·ebu128·short·term·dvar）
lowlevel.loudness_ebu128.short_term.dvar2,0.05399914,（低层·响度·ebu128·short·term·dvar2）
lowlevel.loudness_ebu128.short_term.max,-20.45890617,（低层·响度·ebu128·short·term·最大值）
lowlevel.loudness_ebu128.short_term.mean,-27.30674171,（低层·响度·ebu128·short·term·均值）
lowlevel.loudness_ebu128.short_term.median,-27.85852814,（低层·响度·ebu128·short·term·median）
lowlevel.loudness_ebu128.short_term.min,-32.99591827,（低层·响度·ebu128·short·term·最小值）
lowlevel.loudness_ebu128.short_term.stdev,4.34308386,（低层·响度·ebu128·short·term·标准差）
lowlevel.loudness_ebu128.short_term.var,18.86237717,（低层·响度·ebu128·short·term·方差）
lowlevel.melbands.dmean,0.00000002;0.00000004;0.00000013;0.00002743;0.00006778;0.00008484;0.00002704;0.00001454;0.00000777;0.00001352;0.00003529;0.00000232;0.00000564;0.00000371;0.00000394;0.00000239;0.00000300;0.00000092;0.00000111;0.00000103;0.00000024;0.00000023;0.00000005;0.00000003;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dmean）
lowlevel.melbands.dmean2,0.00000002;0.00000004;0.00000021;0.00001149;0.00005370;0.00009393;0.00001656;0.00000577;0.00000306;0.00000568;0.00001510;0.00000118;0.00000430;0.00000163;0.00000420;0.00000238;0.00000195;0.00000057;0.00000174;0.00000164;0.00000019;0.00000018;0.00000005;0.00000003;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dmean2）
lowlevel.melbands.dvar,0.00000000;0.00000000;0.00000000;0.00000003;0.00000029;0.00000033;0.00000003;0.00000001;0.00000000;0.00000001;0.00000005;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dvar）
