key,value,comment_zh
midlevel.rhythm.bpm_histogram_second_peak_spread,0.61538458,BPM 直方图第二峰值扩散度
midlevel.rhythm.bpm_histogram_second_peak_weight,0.01572327,BPM 直方图第二峰值权重
midlevel.rhythm.bpm_intervals,,BPM 间隔序列
midlevel.rhythm.confidence,0.62488103,BPM 置信度
midlevel.rhythm.danceability,1.16524041,舞动性（Danceability，基于 DFA 的节奏稳定性度量）
midlevel.rhythm.dfa,1.13734031;1.10536098;1.07276618;1.04226053;1.01870787;0.99703825;0.97404170;0.94964701;0.91825491;0.87911284;0.84497207;0.82240045;0.81254101;0.81114119;0.81557220;0.81795073;0.80865264;0.79598391;0.78855675;0.78616297;0.78011829;0.77310669;0.76792157;0.75441045;0.73967034;0.73177427;0.73395872;0.74560767;0.76586592;0.79159105;0.81550705;0.83285904;0.84993368;0.86874026;0.88719046,DFA 序列（用于舞动性计算的分形/标度特征）
midlevel.tonal.chords_changes_rate,0.07130691,和弦变化率（单位时间内和弦变化的频繁程度）
midlevel.tonal.chords_histogram,29.09049606;22.09605980;4.60996914;3.53128195;0.27251050;3.24741673;1.61235380;1.19223344;1.05597818;5.50698328;3.08845234;1.03326905;0.59043944;0.00000000;0.14760986;0.02270921;2.86136031;0.49960259;1.74860907;1.43068016;2.57749510;0.00000000;6.14284086;7.64164877,和弦直方图（和弦类别分布）
midlevel.tonal.chords_key,D,和弦主调（chords_key）
midlevel.tonal.chords_number_rate,0.00193028,和弦数量率（不同和弦出现的相对速率）
midlevel.tonal.chords_progression,,和弦进行序列（按时间顺序）
midlevel.tonal.chords_scale,minor,和弦音阶类型（大/小等，chords_scale）
